,0
1050,154.0
1051,151.0
1052,149.0
1053,147.0
1054,145.0
1055,143.0
1056,141.0
1057,139.0
1058,137.0
1059,135.0
1060,135.0
1061,135.0
1062,135.0
1063,134.0
1064,134.0
1065,133.0
1066,131.0
1067,130.0
1068,129.0
1069,129.0
1070,128.0
1071,128.0
1072,129.0
1073,130.0
1074,129.0
1075,130.0
1076,131.0
1077,130.0
1078,129.0
1079,128.0
1080,127.0
1081,128.0
1082,128.0
1083,128.0
1084,127.0
1085,126.0
1086,125.0
1087,125.0
1088,124.0
1089,124.0
1090,125.0
1091,125.0
1092,126.0
1093,126.0
1094,128.0
1095,130.0
1096,129.0
1097,127.0
1098,127.0
1099,127.0
1100,127.0
1101,128.0
1102,131.0
1103,130.0
1104,129.0
1105,131.0
1106,131.0
1107,130.0
1108,129.0
1109,128.0
1110,127.0
1111,125.0
1112,124.0
1113,124.0
1114,125.0
1115,126.0
1116,128.0
1117,129.0
1118,130.0
1119,132.0
1120,134.0
1121,135.0
1122,136.0
1123,137.0
1124,138.0
1125,138.0
1126,137.0
1127,137.0
1128,135.0
1129,133.0
1130,129.0
1131,127.0
1132,126.0
1133,125.0
1134,125.0
1135,125.0
1136,120.0
1137,121.0
1138,121.0
1139,122.0
1140,121.0
1141,121.0
1142,120.0
1143,120.0
1144,121.0
1145,122.0
1146,122.0
1147,121.0
1148,121.0
1149,122.0
1150,122.0
1151,121.0
1152,120.0
1153,119.0
1154,120.0
1155,120.0
1156,120.0
1157,121.0
1158,121.0
1159,121.0
1160,121.0
1161,120.0
1162,120.0
1163,119.0
1164,119.0
1165,116.0
1166,114.0
1167,114.0
1168,114.0
1169,112.0
1170,111.0
1171,111.0
1172,111.0
1173,111.0
1174,109.0
1175,109.0
1176,109.0
1177,111.0
1178,111.0
1179,112.0
1180,114.0
1181,114.0
1182,110.0
1183,106.0
1184,105.0
1185,106.0
1186,106.0
1187,109.0
1188,112.0
1189,116.0
1190,120.0
1191,121.0
1192,120.0
1193,119.0
1194,120.0
1195,120.0
1196,120.0
1197,120.0
1198,120.0
1199,120.0
1200,120.0
1201,120.0
1202,120.0
1203,116.0
1204,113.0
1205,112.0
1206,114.0
1207,115.0
1208,115.0
1209,114.0
1210,115.0
1211,116.0
1212,117.0
1213,114.0
1214,111.0
1215,110.0
1216,111.0
1217,112.0
1218,113.0
1219,113.0
1220,113.0
1221,113.0
1222,113.0
1223,111.0
1224,109.0
1225,110.0
1226,110.0
1227,111.0
1228,111.0
1229,111.0
1230,112.0
1231,113.0
1232,113.0
1233,112.0
1234,112.0
1235,112.0
1236,112.0
1237,113.0
1238,114.0
1239,114.0
1240,114.0
1241,112.0
1242,115.0
1243,115.0
1244,115.0
1245,115.0
1246,114.0
1247,112.0
1248,110.0
1249,108.0
1250,107.0
1251,105.0
1252,104.0
1253,104.0
1254,104.0
1255,106.0
1256,107.0
1257,105.0
1258,102.0
1259,101.0
1260,104.0
1261,105.0
1262,104.0
1263,100.0
1264,99.0
1265,102.0
1266,104.0
1267,105.0
1268,106.0
1269,106.0
1270,104.0
1271,102.0
1272,102.0
1273,103.0
1274,102.0
1275,101.0
1276,102.0
1277,104.0
1278,105.0
1279,106.0
1280,107.0
1281,108.0
1282,109.0
1283,108.0
1284,106.0
1285,105.0
1286,117.0
1287,111.0
1288,109.0
1289,109.0
1290,107.0
1291,105.0
1292,106.0
1293,106.0
1294,106.0
1295,102.0
1296,106.0
1297,106.0
1298,105.0
1299,102.0
1300,102.0
1301,101.0
1302,108.0
1303,105.0
1304,101.0
1305,95.0
1306,93.0
1307,99.0
1308,100.0
1309,99.0
1310,96.0
1311,93.0
1312,92.0
1313,91.0
1314,93.0
1315,94.0
1316,90.0
1317,92.0
1318,98.0
1319,98.0
1320,94.0
1321,87.0
1322,92.0
1323,101.0
1324,104.0
1325,100.0
1326,96.0
1327,99.0
1328,96.0
1329,97.0
1330,100.0
1331,102.0
1332,99.0
1333,99.0
1334,99.0
1335,99.0
1336,97.0
1337,98.0
1338,104.0
1339,111.0
1340,116.0
1341,117.0
1342,114.0
1343,110.0
1344,109.0
1345,115.0
1346,120.0
1347,123.0
1348,128.0
1349,130.0
1350,130.0
1351,124.0
1352,124.0
1353,126.0
1354,125.0
1355,127.0
1356,128.0
1357,129.0
1358,129.0
1359,128.0
1360,124.0
1361,124.0
1362,126.0
1363,129.0
1364,132.0
1365,136.0
1366,137.0
1367,137.0
1368,138.0
1369,138.0
1370,137.0
1371,130.0
1372,129.0
1373,130.0
1374,130.0
1375,133.0
1376,134.0
1377,130.0
1378,120.0
1379,119.0
1380,123.0
1381,124.0
1382,124.0
1383,124.0
1384,124.0
1385,127.0
1386,130.0
1387,129.0
1388,127.0
1389,128.0
1390,131.0
1391,133.0
1392,132.0
1393,127.0
1394,127.0
1395,129.0
1396,130.0
1397,130.0
1398,132.0
1399,135.0
1400,135.0
1401,137.0
1402,140.0
1403,141.0
1404,141.0
1405,139.0
1406,139.0
1407,141.0
1408,142.0
1409,144.0
1410,144.0
1411,144.0
1412,145.0
1413,145.0
1414,145.0
1415,147.0
1416,145.0
1417,144.0
1418,143.0
1419,140.0
1420,140.0
1421,141.0
1422,143.0
1423,144.0
1424,145.0
1425,146.0
1426,145.0
1427,141.0
1428,140.0
1429,141.0
1430,143.0
1431,143.0
1432,144.0
1433,144.0
1434,142.0
1435,140.0
1436,140.0
1437,138.0
1438,139.0
1439,139.0
1440,139.0
1441,140.0
1442,141.0
1443,142.0
1444,141.0
1445,139.0
1446,134.0
1447,134.0
1448,136.0
1449,139.0
1450,141.0
1451,142.0
1452,143.0
1453,143.0
1454,143.0
1455,144.0
1456,144.0
1457,145.0
1458,145.0
1459,144.0
1460,144.0
1461,143.0
1462,142.0
1463,138.0
1464,137.0
1465,134.0
1466,130.0
1467,128.0
1468,128.0
1469,126.0
1470,121.0
1471,120.0
1472,119.0
1473,117.0
1474,117.0
1475,117.0
1476,115.0
1477,115.0
1478,115.0
1479,117.0
1480,119.0
1481,118.0
1482,123.0
1483,127.0
1484,131.0
1485,134.0
1486,135.0
1487,135.0
1488,131.0
1489,127.0
1490,125.0
1491,122.0
1492,118.0
1493,117.0
1494,120.0
1495,122.0
1496,123.0
1497,124.0
1498,124.0
1499,122.0
1500,95.0
1501,96.0
1502,95.0
1503,94.0
1504,92.0
1505,94.0
1506,94.0
1507,95.0
1508,90.0
1509,89.0
1510,89.0
1511,95.0
1512,96.0
1513,101.0
1514,101.0
1515,98.0
1516,98.0
1517,98.0
1518,102.0
1519,101.0
1520,99.0
1521,96.0
1522,99.0
1523,95.0
1524,91.0
1525,90.0
1526,91.0
1527,90.0
1528,92.0
1529,101.0
1530,104.0
1531,104.0
1532,105.0
1533,106.0
1534,101.0
1535,99.0
1536,100.0
1537,99.0
1538,100.0
1539,103.0
1540,107.0
1541,103.0
1542,100.0
1543,103.0
1544,103.0
1545,107.0
1546,105.0
1547,112.0
1548,113.0
1549,108.0
1550,100.0
1551,96.0
1552,93.0
1553,92.0
1554,96.0
1555,100.0
1556,103.0
1557,99.0
1558,98.0
1559,102.0
1560,107.0
1561,111.0
1562,109.0
1563,108.0
1564,107.0
1565,103.0
1566,97.0
1567,98.0
1568,93.0
1569,97.0
1570,103.0
1571,103.0
1572,93.0
1573,96.0
1574,98.0
1575,100.0
1576,99.0
1577,102.0
1578,104.0
1579,101.0
1580,101.0
1581,104.0
1582,106.0
1583,109.0
1584,113.0
1585,116.0
1586,119.0
1587,121.0
1588,123.0
1589,125.0
1590,125.0
1591,124.0
1592,122.0
1593,120.0
1594,119.0
1595,112.0
1596,114.0
1597,112.0
1598,109.0
1599,109.0
1600,106.0
1601,111.0
1602,111.0
1603,115.0
1604,115.0
1605,111.0
1606,107.0
1607,113.0
1608,118.0
1609,119.0
1610,119.0
1611,118.0
1612,115.0
1613,112.0
1614,111.0
1615,107.0
1616,109.0
1617,112.0
1618,111.0
1619,112.0
1620,112.0
1621,111.0
1622,108.0
1623,107.0
1624,107.0
1625,107.0
1626,107.0
1627,109.0
1628,111.0
1629,111.0
1630,110.0
1631,109.0
1632,111.0
1633,106.0
1634,113.0
1635,114.0
1636,114.0
1637,115.0
1638,116.0
1639,112.0
1640,112.0
1641,116.0
1642,120.0
1643,118.0
1644,115.0
1645,114.0
1646,112.0
1647,112.0
1648,112.0
1649,120.0
1650,128.0
1651,133.0
1652,130.0
1653,134.0
1654,134.0
1655,134.0
1656,133.0
1657,133.0
1658,135.0
1659,140.0
1660,144.0
1661,150.0
1662,152.0
1663,156.0
1664,159.0
1665,160.0
1666,158.0
1667,152.0
1668,149.0
1669,143.0
1670,143.0
1671,147.0
1672,148.0
1673,144.0
1674,144.0
1675,147.0
1676,146.0
1677,147.0
1678,146.0
1679,144.0
1680,144.0
1681,148.0
1682,150.0
1683,151.0
1684,150.0
1685,135.0
1686,133.0
1687,133.0
1688,132.0
1689,132.0
1690,134.0
1691,135.0
1692,140.0
1693,145.0
1694,151.0
1695,155.0
1696,158.0
1697,154.0
1698,149.0
1699,147.0
1700,147.0
1701,152.0
1702,156.0
1703,152.0
1704,147.0
1705,143.0
1706,148.0
1707,151.0
1708,150.0
1709,154.0
1710,158.0
1711,154.0
1712,149.0
1713,144.0
1714,144.0
1715,148.0
1716,154.0
1717,157.0
1718,158.0
1719,157.0
1720,152.0
1721,150.0
1722,147.0
1723,150.0
1724,153.0
1725,147.0
1726,147.0
1727,143.0
1728,139.0
1729,134.0
1730,131.0
1731,130.0
1732,134.0
1733,140.0
1734,138.0
1735,146.0
1736,152.0
1737,158.0
1738,131.0
1739,134.0
1740,137.0
1741,140.0
1742,145.0
1743,148.0
1744,150.0
1745,153.0
1746,155.0
1747,152.0
1748,152.0
1749,152.0
1750,153.0
1751,153.0
1752,160.0
1753,160.0
1754,159.0
1755,157.0
1756,155.0
1757,153.0
1758,151.0
1759,152.0
1760,153.0
1761,151.0
1762,152.0
1763,151.0
1764,147.0
1765,142.0
1766,136.0
1767,132.0
1768,129.0
1769,127.0
1770,129.0
1771,130.0
1772,129.0
1773,135.0
1774,141.0
1775,144.0
1776,151.0
1777,155.0
1778,161.0
1779,161.0
1780,161.0
1781,156.0
1782,153.0
1783,149.0
1784,152.0
1785,152.0
1786,146.0
1787,142.0
1788,140.0
1789,101.0
1790,102.0
1791,102.0
1792,105.0
1793,105.0
1794,103.0
1795,100.0
1796,99.0
1797,98.0
1798,100.0
1799,94.0
1800,92.0
1801,98.0
1802,97.0
1803,99.0
1804,97.0
1805,95.0
1806,96.0
1807,120.0
1808,117.0
1809,117.0
1810,111.0
1811,105.0
1812,105.0
1813,105.0
1814,106.0
1815,109.0
1816,109.0
1817,109.0
1818,109.0
1819,109.0
1820,102.0
1821,95.0
1822,88.0
1823,95.0
1824,101.0
1825,107.0
1826,113.0
1827,119.0
1828,113.0
1829,113.0
1830,119.0
1831,120.0
1832,120.0
1833,114.0
1834,108.0
1835,108.0
1836,105.0
1837,107.0
1838,114.0
1839,110.0
1840,110.0
1841,117.0
1842,111.0
1843,104.0
1844,111.0
1845,117.0
1846,117.0
1847,117.0
1848,117.0
1849,123.0
1850,123.0
1851,119.0
1852,110.0
1853,114.0
1854,111.0
1855,111.0
1856,118.0
1857,123.0
1858,122.0
1859,122.0
1860,127.0
1861,119.0
1862,118.0
1863,112.0
1864,112.0
1865,118.0
1866,125.0
1867,125.0
1868,119.0
1869,118.0
1870,115.0
1871,114.0
1872,113.0
1873,115.0
1874,122.0
1875,123.0
1876,124.0
1877,124.0
1878,121.0
1879,118.0
1880,118.0
1881,119.0
1882,121.0
1883,123.0
1884,119.0
1885,113.0
1886,108.0
1887,108.0
1888,109.0
1889,112.0
1890,114.0
1891,114.0
1892,109.0
1893,85.0
1894,88.0
1895,88.0
1896,89.0
1897,86.0
1898,81.0
1899,78.0
1900,72.0
1901,72.0
1902,75.0
1903,80.0
1904,81.0
1905,83.0
1906,80.0
1907,85.0
1908,87.0
1909,91.0
1910,89.0
1911,86.0
1912,82.0
1913,77.0
1914,77.0
1915,74.0
1916,80.0
1917,79.0
1918,79.0
1919,75.0
1920,76.0
1921,82.0
1922,84.0
1923,86.0
1924,84.0
1925,80.0
1926,75.0
1927,81.0
1928,87.0
1929,81.0
1930,80.0
1931,80.0
1932,86.0
1933,86.0
1934,86.0
1935,87.0
1936,90.0
1937,88.0
1938,89.0
1939,93.0
1940,94.0
1941,94.0
1942,90.0
1943,91.0
1944,89.0
1945,88.0
1946,88.0
1947,93.0
1948,95.0
1949,94.0
1950,88.0
1951,82.0
1952,86.0
1953,83.0
1954,84.0
1955,84.0
1956,95.0
1957,94.0
1958,94.0
1959,94.0
1960,88.0
1961,88.0
1962,94.0
1963,99.0
1964,96.0
1965,93.0
1966,92.0
1967,92.0
1968,92.0
1969,86.0
1970,80.0
1971,87.0
1972,93.0
1973,96.0
1974,98.0
1975,92.0
1976,86.0
1977,92.0
1978,98.0
1979,98.0
1980,104.0
1981,98.0
1982,98.0
1983,104.0
1984,104.0
1985,98.0
1986,98.0
1987,104.0
1988,112.0
1989,119.0
1990,119.0
1991,113.0
1992,107.0
1993,107.0
1994,101.0
1995,107.0
1996,113.0
1997,99.0
1998,102.0
1999,108.0
2000,108.0
2001,102.0
2002,96.0
2003,102.0
2004,109.0
2005,116.0
2006,116.0
2007,110.0
2008,104.0
2009,98.0
2010,98.0
2011,104.0
2012,98.0
2013,104.0
2014,110.0
2015,103.0
2016,97.0
2017,97.0
2018,97.0
2019,103.0
2020,110.0
2021,116.0
2022,110.0
2023,106.0
2024,110.0
2025,112.0
2026,111.0
2027,111.0
2028,110.0
2029,112.0
2030,114.0
2031,87.0
2032,87.0
2033,87.0
2034,93.0
2035,94.0
2036,97.0
2037,93.0
2038,91.0
2039,98.0
2040,99.0
2041,99.0
2042,102.0
2043,102.0
2044,100.0
2045,96.0
2046,94.0
2047,88.0
2048,84.0
2049,80.0
2050,84.0
2051,83.0
2052,82.0
2053,82.0
2054,86.0
2055,88.0
2056,84.0
2057,85.0
2058,91.0
2059,91.0
2060,90.0
2061,88.0
2062,90.0
2063,89.0
2064,92.0
2065,92.0
2066,99.0
2067,99.0
2068,105.0
2069,105.0
2070,111.0
2071,108.0
2072,113.0
2073,106.0
2074,100.0
2075,96.0
2076,93.0
2077,94.0
2078,100.0
2079,97.0
2080,99.0
2081,105.0
2082,105.0
2083,105.0
2084,108.0
2085,110.0
2086,107.0
2087,110.0
2088,110.0
2089,110.0
2090,110.0
2091,116.0
2092,110.0
2093,104.0
2094,104.0
2095,97.0
2096,97.0
2097,91.0
2098,90.0
2099,96.0
2100,103.0
2101,111.0
2102,119.0
2103,126.0
2104,134.0
2105,140.0
2106,140.0
2107,134.0
2108,128.0
2109,125.0
2110,126.0
2111,130.0
2112,130.0
2113,127.0
2114,128.0
2115,123.0
2116,121.0
2117,121.0
2118,120.0
2119,121.0
2120,127.0
2121,126.0
2122,130.0
2123,126.0
2124,117.0
2125,120.0
2126,125.0
2127,124.0
2128,127.0
2129,129.0
2130,129.0
2131,129.0
2132,110.0
2133,113.0
2134,115.0
2135,117.0
2136,112.0
2137,112.0
2138,114.0
2139,117.0
2140,117.0
