timestamp,heart_rate
2020-08-15 11:12:38-07:00,85.0
2020-08-15 11:12:39-07:00,87.0
2020-08-15 11:12:40-07:00,87.0
2020-08-15 11:12:41-07:00,86.0
2020-08-15 11:12:42-07:00,84.0
2020-08-15 11:12:43-07:00,82.0
2020-08-15 11:12:44-07:00,83.0
2020-08-15 11:12:45-07:00,83.0
2020-08-15 11:12:46-07:00,88.0
2020-08-15 11:12:47-07:00,90.0
2020-08-15 11:12:48-07:00,95.0
2020-08-15 11:12:49-07:00,97.0
2020-08-15 11:12:50-07:00,98.0
2020-08-15 11:12:51-07:00,97.0
2020-08-15 11:12:52-07:00,92.0
2020-08-15 11:12:53-07:00,89.0
2020-08-15 11:12:54-07:00,85.0
2020-08-15 11:12:55-07:00,85.0
2020-08-15 11:12:56-07:00,88.0
2020-08-15 11:12:57-07:00,90.0
2020-08-15 11:12:58-07:00,91.0
2020-08-15 11:12:59-07:00,91.0
2020-08-15 11:13:00-07:00,90.0
2020-08-15 11:13:01-07:00,90.0
2020-08-15 11:13:02-07:00,89.0
2020-08-15 11:13:03-07:00,88.0
2020-08-15 11:13:04-07:00,88.0
2020-08-15 11:13:05-07:00,87.0
2020-08-15 11:13:06-07:00,86.0
2020-08-15 11:13:07-07:00,85.0
2020-08-15 11:13:08-07:00,84.0
2020-08-15 11:13:09-07:00,83.0
2020-08-15 11:13:10-07:00,82.0
2020-08-15 11:13:11-07:00,82.0
2020-08-15 11:13:12-07:00,83.0
2020-08-15 11:13:13-07:00,85.0
2020-08-15 11:13:14-07:00,90.0
2020-08-15 11:13:15-07:00,92.0
2020-08-15 11:13:16-07:00,96.0
2020-08-15 11:13:17-07:00,98.0
2020-08-15 11:13:18-07:00,102.0
2020-08-15 11:13:19-07:00,102.0
2020-08-15 11:13:20-07:00,101.0
2020-08-15 11:13:21-07:00,96.0
2020-08-15 11:13:22-07:00,96.0
2020-08-15 11:13:23-07:00,99.0
2020-08-15 11:13:24-07:00,100.0
2020-08-15 11:13:25-07:00,103.0
2020-08-15 11:13:26-07:00,105.0
2020-08-15 11:13:27-07:00,106.0
2020-08-15 11:13:28-07:00,105.0
2020-08-15 11:13:29-07:00,98.0
2020-08-15 11:13:30-07:00,94.0
2020-08-15 11:13:31-07:00,92.0
2020-08-15 11:13:32-07:00,91.0
2020-08-15 11:13:33-07:00,87.0
2020-08-15 11:13:34-07:00,88.0
2020-08-15 11:13:35-07:00,90.0
2020-08-15 11:13:36-07:00,93.0
2020-08-15 11:13:37-07:00,93.0
2020-08-15 11:13:38-07:00,93.0
2020-08-15 11:13:39-07:00,89.0
2020-08-15 11:13:40-07:00,87.0
2020-08-15 11:13:41-07:00,87.0
2020-08-15 11:13:42-07:00,93.0
2020-08-15 11:13:43-07:00,97.0
2020-08-15 11:13:44-07:00,98.0
2020-08-15 11:13:45-07:00,101.0
2020-08-15 11:13:46-07:00,103.0
2020-08-15 11:13:47-07:00,106.0
2020-08-15 11:13:48-07:00,106.0
2020-08-15 11:13:49-07:00,105.0
2020-08-15 11:13:50-07:00,101.0
2020-08-15 11:13:51-07:00,102.0
2020-08-15 11:13:52-07:00,102.0
2020-08-15 11:13:53-07:00,104.0
2020-08-15 11:13:54-07:00,105.0
2020-08-15 11:13:55-07:00,106.0
2020-08-15 11:13:56-07:00,107.0
2020-08-15 11:13:57-07:00,108.0
2020-08-15 11:13:58-07:00,109.0
2020-08-15 11:13:59-07:00,108.0
2020-08-15 11:14:00-07:00,106.0
2020-08-15 11:14:01-07:00,104.0
