timestamp,heart_rate
2020-08-13 15:11:02-07:00,103.0
2020-08-13 15:11:03-07:00,102.0
2020-08-13 15:11:04-07:00,96.0
2020-08-13 15:11:05-07:00,94.0
2020-08-13 15:11:06-07:00,97.0
2020-08-13 15:11:07-07:00,101.0
2020-08-13 15:11:08-07:00,102.0
2020-08-13 15:11:09-07:00,107.0
2020-08-13 15:11:10-07:00,108.0
2020-08-13 15:11:11-07:00,106.0
2020-08-13 15:11:12-07:00,103.0
2020-08-13 15:11:13-07:00,100.0
2020-08-13 15:11:14-07:00,98.0
2020-08-13 15:11:15-07:00,97.0
2020-08-13 15:11:16-07:00,100.0
2020-08-13 15:11:17-07:00,102.0
2020-08-13 15:11:18-07:00,104.0
2020-08-13 15:11:19-07:00,107.0
2020-08-13 15:11:20-07:00,109.0
2020-08-13 15:11:21-07:00,111.0
2020-08-13 15:11:22-07:00,113.0
2020-08-13 15:11:23-07:00,115.0
2020-08-13 15:11:24-07:00,117.0
2020-08-13 15:11:25-07:00,119.0
2020-08-13 15:11:26-07:00,120.0
2020-08-13 15:11:27-07:00,121.0
2020-08-13 15:11:28-07:00,121.0
2020-08-13 15:11:29-07:00,120.0
2020-08-13 15:11:30-07:00,119.0
2020-08-13 15:11:31-07:00,118.0
2020-08-13 15:11:32-07:00,118.0
2020-08-13 15:11:33-07:00,118.0
2020-08-13 15:11:34-07:00,117.0
2020-08-13 15:11:35-07:00,118.0
2020-08-13 15:11:36-07:00,118.0
2020-08-13 15:11:37-07:00,117.0
2020-08-13 15:11:38-07:00,115.0
2020-08-13 15:11:39-07:00,114.0
2020-08-13 15:11:40-07:00,114.0
2020-08-13 15:11:41-07:00,114.0
2020-08-13 15:11:42-07:00,115.0
2020-08-13 15:11:43-07:00,117.0
2020-08-13 15:11:44-07:00,119.0
2020-08-13 15:11:45-07:00,116.0
2020-08-13 15:11:46-07:00,113.0
2020-08-13 15:11:47-07:00,108.0
2020-08-13 15:11:48-07:00,109.0
2020-08-13 15:11:49-07:00,110.0
2020-08-13 15:11:50-07:00,113.0
2020-08-13 15:11:51-07:00,116.0
2020-08-13 15:11:52-07:00,119.0
2020-08-13 15:11:53-07:00,121.0
2020-08-13 15:11:54-07:00,123.0
2020-08-13 15:11:55-07:00,125.0
2020-08-13 15:11:56-07:00,127.0
2020-08-13 15:11:57-07:00,127.0
2020-08-13 15:11:58-07:00,128.0
2020-08-13 15:11:59-07:00,128.0
2020-08-13 15:12:00-07:00,127.0
2020-08-13 15:12:01-07:00,127.0
2020-08-13 15:12:02-07:00,125.0
2020-08-13 15:12:03-07:00,123.0
2020-08-13 15:12:04-07:00,122.0
2020-08-13 15:12:05-07:00,122.0
2020-08-13 15:12:06-07:00,122.0
2020-08-13 15:12:07-07:00,122.0
2020-08-13 15:12:08-07:00,123.0
2020-08-13 15:12:09-07:00,123.0
2020-08-13 15:12:10-07:00,125.0
2020-08-13 15:12:11-07:00,126.0
2020-08-13 15:12:12-07:00,127.0
2020-08-13 15:12:13-07:00,128.0
2020-08-13 15:12:14-07:00,127.0
2020-08-13 15:12:15-07:00,126.0
2020-08-13 15:12:16-07:00,123.0
2020-08-13 15:12:17-07:00,122.0
2020-08-13 15:12:18-07:00,122.0
2020-08-13 15:12:19-07:00,123.0
2020-08-13 15:12:20-07:00,123.0
2020-08-13 15:12:21-07:00,122.0
2020-08-13 15:12:22-07:00,123.0
2020-08-13 15:12:23-07:00,123.0
2020-08-13 15:12:24-07:00,124.0
2020-08-13 15:12:25-07:00,125.0
2020-08-13 15:12:26-07:00,126.0
2020-08-13 15:12:27-07:00,128.0
2020-08-13 15:12:28-07:00,129.0
2020-08-13 15:12:29-07:00,130.0
2020-08-13 15:12:30-07:00,129.0
2020-08-13 15:12:31-07:00,129.0
2020-08-13 15:12:32-07:00,129.0
2020-08-13 15:12:33-07:00,128.0
2020-08-13 15:12:34-07:00,129.0
2020-08-13 15:12:35-07:00,129.0
2020-08-13 15:12:36-07:00,129.0
2020-08-13 15:12:37-07:00,130.0
2020-08-13 15:12:38-07:00,131.0
2020-08-13 15:12:39-07:00,132.0
2020-08-13 15:12:40-07:00,133.0
2020-08-13 15:12:41-07:00,135.0
2020-08-13 15:12:42-07:00,136.0
2020-08-13 15:12:43-07:00,137.0
2020-08-13 15:12:44-07:00,139.0
2020-08-13 15:12:45-07:00,140.0
2020-08-13 15:12:46-07:00,140.0
2020-08-13 15:12:47-07:00,141.0
2020-08-13 15:12:48-07:00,141.0
2020-08-13 15:12:49-07:00,141.0
2020-08-13 15:12:50-07:00,141.0
2020-08-13 15:12:51-07:00,140.0
2020-08-13 15:12:52-07:00,140.0
2020-08-13 15:12:53-07:00,139.0
2020-08-13 15:12:54-07:00,139.0
2020-08-13 15:12:55-07:00,139.0
2020-08-13 15:12:56-07:00,139.0
2020-08-13 15:12:57-07:00,139.0
2020-08-13 15:12:58-07:00,140.0
2020-08-13 15:12:59-07:00,139.0
2020-08-13 15:13:00-07:00,139.0
2020-08-13 15:13:01-07:00,139.0
2020-08-13 15:13:02-07:00,138.0
2020-08-13 15:13:03-07:00,137.0
2020-08-13 15:13:04-07:00,137.0
2020-08-13 15:13:05-07:00,136.0
2020-08-13 15:13:06-07:00,136.0
2020-08-13 15:13:07-07:00,136.0
2020-08-13 15:13:08-07:00,132.0
2020-08-13 15:13:09-07:00,128.0
