epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.006080441,0.045964386,0.006080444,0.004156332,0.044686195,0.004156334
1,0.002321649,0.03243762,0.002321651,0.004592582,0.04474742,0.004592576
2,0.00207121,0.03004249,0.002071209,0.003966371,0.041222908,0.003966376
3,0.001926164,0.028382514,0.001926165,0.00479315,0.04290418,0.004793144
4,0.001860832,0.027689617,0.001860833,0.004697511,0.04274188,0.004697506
5,0.001824547,0.027170371,0.001824547,0.006471753,0.052065581,0.006471752
6,0.00180855,0.027113613,0.00180855,0.004426681,0.042323288,0.004426678
7,0.001787845,0.026805216,0.001787842,0.006711276,0.052008726,0.00671127
8,0.001770715,0.026650347,0.001770715,0.006608192,0.048185531,0.006608195
9,0.001767362,0.026804442,0.001767362,0.005055887,0.043897163,0.00505589
10,0.001749059,0.026561737,0.001749058,0.0057475,0.04626663,0.005747504
11,0.001744659,0.026537905,0.001744659,0.006252655,0.048024692,0.006252652
12,0.001720529,0.02628241,0.001720529,0.004610135,0.043641739,0.004610132
13,0.001719327,0.026324475,0.001719326,0.005906861,0.048009973,0.005906862
14,0.0017093,0.026199762,0.001709299,0.00819279,0.053180102,0.00819279
15,0.001708652,0.026194774,0.001708653,0.006471467,0.048225079,0.006471472
16,0.001693817,0.026099224,0.001693817,0.008619275,0.055345278,0.008619269
17,0.001696264,0.026114453,0.001696263,0.005453547,0.047052272,0.005453553
18,0.00169621,0.02615517,0.00169621,0.004953034,0.043648016,0.004953028
19,0.00167451,0.025889518,0.00167451,0.012487556,0.060668066,0.012487558
20,0.001680083,0.026024288,0.001680083,0.006121508,0.047169872,0.006121511
21,0.001671174,0.025913289,0.001671176,0.007946142,0.052396961,0.007946145
22,0.001663997,0.025848972,0.001663996,0.00569484,0.047270611,0.005694837
23,0.001653558,0.025771158,0.001653557,0.005450415,0.04371411,0.005450408
24,0.001654293,0.025896307,0.001654293,0.003500224,0.036420677,0.003500229
