93.99999999999999,93.80722045898438
89.0,93.06417846679688
89.0,87.13616180419922
89.0,90.36074829101562
89.0,88.67842102050781
90.0,88.75697326660156
93.0,90.52554321289062
93.0,94.41517639160156
91.0,92.22716522216797
98.00000000000001,90.27580261230469
102.0,102.4285888671875
102.99999999999999,102.2287826538086
96.0,102.25314331054688
92.0,92.78791809082031
93.0,92.62744903564453
93.0,94.1415786743164
92.0,91.80010223388672
90.0,91.50782012939453
89.0,89.85601043701172
89.0,89.3966064453125
89.0,89.127685546875
88.0,88.8202133178711
88.0,87.60222625732422
88.0,88.40148162841797
89.0,88.0465316772461
89.0,89.4717788696289
90.0,88.78517150878906
89.0,90.56837463378906
87.0,88.30744934082031
88.0,86.48445892333984
88.0,88.89109802246094
87.0,87.54669952392578
87.0,86.59626007080078
88.0,87.41985321044922
89.0,88.51689910888672
90.0,89.17290496826172
89.0,90.28206634521484
89.0,88.39947509765625
91.0,89.3272476196289
91.0,91.86402130126953
92.0,90.270263671875
93.0,92.54505920410156
88.0,93.29312896728516
84.0,85.59304809570312
85.0,84.08539581298828
86.0,86.15978240966797
88.0,85.73290252685547
86.0,88.75416564941406
86.0,85.24254608154297
87.0,87.05403900146484
89.0,87.47529602050781
89.0,89.4803695678711
88.0,88.43610382080078
89.0,87.77994537353516
92.0,89.82442474365234
93.99999999999999,93.18238830566406
93.0,94.1460952758789
88.0,92.06725311279297
87.0,86.46475219726562
87.0,87.87532806396484
85.0,86.7557144165039
83.0,83.88607788085938
83.0,83.04259490966797
83.0,83.7809829711914
83.0,83.11290740966797
83.0,83.19292449951172
83.0,83.30760192871094
84.0,83.24603271484375
85.0,84.53426361083984
86.0,85.30471801757812
90.0,86.38118743896484
92.0,91.93878936767578
93.0,92.16341400146484
93.99999999999999,93.13404846191406
97.0,94.2796630859375
93.0,98.31620788574219
89.0,89.688232421875
87.0,88.57742309570312
87.0,87.16096496582031
90.0,87.12662506103516
92.0,91.14234161376953
99.0,92.36844635009766
100.0,103.03270721435547
92.0,98.880859375
90.0,88.72445678710938
90.0,91.51715850830078
92.0,90.03062438964844
95.0,92.13282775878906
93.99999999999999,95.96686553955078
93.0,93.16407775878906
91.0,93.33131408691406
88.0,90.45506286621094
88.0,86.99952697753906
88.0,88.4644546508789
85.0,87.73705291748047
83.0,83.974609375
83.0,83.47319793701172
84.0,83.63984680175781
87.0,84.31796264648438
86.0,88.21360778808594
86.0,85.265869140625
85.0,86.77324676513672
85.0,84.72098541259766
85.0,85.04834747314453
85.0,84.78958892822266
84.0,85.03036499023438
83.0,83.7899169921875
85.0,83.070068359375
85.0,86.10822296142578
84.0,84.48822784423828
