timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,temperature,cadence,fractional_cadence
2020-10-07 13:19:06-07:00,,,,,,,,,,,
2020-10-07 13:19:06-07:00,,,,,,,,,,,
2020-10-07 13:19:06-07:00,,,,,,,,,,,
2020-10-07 13:19:06-07:00,,,,,,,,,,,
2020-10-07 13:19:06-07:00,,,,,,,,,,,
2020-10-07 13:19:06-07:00,,,0.0,,,,,88,,0,0.0
2020-10-07 13:19:07-07:00,,,0.0,,,,,88,,0,0.0
2020-10-07 13:19:08-07:00,,,0.0,,,,,89,,0,0.0
2020-10-07 13:19:11-07:00,,,0.0,,,,,90,,0,0.0
2020-10-07 13:19:15-07:00,,,0.0,,,,,91,,0,0.0
2020-10-07 13:19:16-07:00,,,0.0,,,,,92,,0,0.0
2020-10-07 13:19:17-07:00,,,0.0,,,,,91,,0,0.0
2020-10-07 13:19:18-07:00,,,0.0,,,,,90,,0,0.0
2020-10-07 13:19:19-07:00,,,0.0,,,,,89,,0,0.0
2020-10-07 13:19:20-07:00,,,0.0,,,,,90,,0,0.0
2020-10-07 13:19:22-07:00,,,,,,,,,,,
2020-10-07 13:19:22-07:00,43.441669419407845,-80.47502660192549,0.0,355.4,,0.0,,93,,0,0.0
2020-10-07 13:19:24-07:00,43.44165835529566,-80.47500765882432,0.0,355.0,,0.0,,90,,0,0.0
2020-10-07 13:19:29-07:00,43.441622983664274,-80.47507219947875,0.00675,355.0,,0.0,,91,,0,0.0
2020-10-07 13:19:38-07:00,43.44163262285292,-80.47507521696389,0.00936,354.79999999999995,,0.0,,89,,0,0.0
2020-10-07 13:19:49-07:00,43.44165223650634,-80.47508074901998,0.01071,354.4,,0.0,,86,,0,0.0
2020-10-07 13:19:54-07:00,43.44165156595409,-80.47509139403701,0.01071,354.0,,0.0,,89,,0,0.0
2020-10-07 13:19:55-07:00,43.44165156595409,-80.47509139403701,0.01071,353.79999999999995,,0.0,,87,,0,0.0
2020-10-07 13:20:14-07:00,43.441654751077294,-80.47513430938125,0.01071,352.6,,0.0,,82,,0,0.0
2020-10-07 13:20:18-07:00,43.44165324233472,-80.475146882236,0.01078,351.4,,0.0,,85,,0,0.0
2020-10-07 13:20:27-07:00,43.44164293259382,-80.47517395578325,0.011710000000000002,349.6,,0.0,,88,,0,0.0
2020-10-07 13:20:34-07:00,43.441632287576795,-80.47521066851914,0.01268,348.20000000000005,,0.0,,91,,0,0.0
2020-10-07 13:20:39-07:00,43.44162097200751,-80.47521209344268,0.01391,347.79999999999995,,0.0,,88,,0,0.0
2020-10-07 13:20:42-07:00,43.441619127988815,-80.47521209344268,0.01411,347.4,,0.0,,85,,0,0.0
2020-10-07 13:20:51-07:00,43.441619044169784,-80.47521058470011,0.01414,346.0,,0.0,,82,,0,0.0
2020-10-07 13:21:09-07:00,43.44164142385125,-80.47519977204502,0.014150000000000001,345.79999999999995,,0.0,,86,,0,0.0
2020-10-07 13:21:19-07:00,43.44163564033806,-80.47520228661597,0.01475,345.6,,4.6368,,86,,0,0.0
2020-10-07 13:21:21-07:00,43.44162231311202,-80.47520572319627,0.0162,345.4,,0.0,,86,,0,0.0
2020-10-07 13:21:26-07:00,43.441613763570786,-80.47520681284368,0.01727,345.20000000000005,,4.4352,,86,,0,0.0
2020-10-07 13:21:28-07:00,43.44160697422922,-80.47521787695587,0.01873,345.20000000000005,,4.4352,,86,,0,0.0
2020-10-07 13:21:33-07:00,43.44159968197346,-80.47521100379527,0.020640000000000002,345.20000000000005,,0.0,,89,,0,0.0
2020-10-07 13:21:57-07:00,43.44159507192671,-80.47522969543934,0.02123,343.0,,0.0,,92,,0,0.0
2020-10-07 13:22:08-07:00,43.441591802984476,-80.47522919252515,0.02126,341.4,,0.0,,89,,0,0.0
2020-10-07 13:22:12-07:00,43.44158761203289,-80.47522835433483,0.02126,341.20000000000005,,0.0,,86,,0,0.0
2020-10-07 13:22:17-07:00,43.44158618710935,-80.47522466629744,0.02126,341.0,,0.0,,83,,0,0.0
2020-10-07 13:22:44-07:00,43.44159632921219,-80.47513833269477,0.02159,339.6,,5.6448,,85,,58,0.5
2020-10-07 13:22:46-07:00,43.441596664488316,-80.47513933852315,0.0219,339.6,,2.6208,,86,,58,0.5
2020-10-07 13:22:51-07:00,43.44162474386394,-80.47511922195554,0.024300000000000002,339.20000000000005,,2.0484,,87,,0,0.0
2020-10-07 13:22:56-07:00,43.44163304194808,-80.47510270960629,0.02576,338.6,,1.6452,,88,,0,0.0
2020-10-07 13:23:00-07:00,43.441657265648246,-80.4751162044704,0.027800000000000002,338.4,,0.0,,91,,0,0.0
2020-10-07 13:23:02-07:00,43.44167117960751,-80.47511159442365,0.02845,338.20000000000005,,0.0,,89,,0,0.0
