accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
-0.1665802001953125,0.817108154296875,0.56781005859375
-0.1670989990234375,0.81756591796875,0.565521240234375
-0.1699676513671875,0.815521240234375,0.56689453125
-0.1660919189453125,0.819549560546875,0.5652008056640625
-0.1672821044921875,0.8181304931640625,0.56878662109375
-0.166412353515625,0.8173828125,0.56781005859375
-0.1678009033203125,0.8183135986328125,0.56756591796875
-0.167449951171875,0.81842041015625,0.5666656494140625
-0.167388916015625,0.81707763671875,0.5675506591796875
-0.1678466796875,0.81793212890625,0.56756591796875
-0.1671142578125,0.817901611328125,0.568634033203125
-0.1676025390625,0.8177337646484375,0.5682373046875
-0.1680145263671875,0.817474365234375,0.568511962890625
-0.1668548583984375,0.81793212890625,0.5677947998046875
-0.168304443359375,0.817626953125,0.5679931640625
-0.1668243408203125,0.8174285888671875,0.5684967041015625
-0.1676177978515625,0.8171539306640625,0.5694732666015625
-0.1671142578125,0.8172607421875,0.5691680908203125
-0.1668701171875,0.818359375,0.5693511962890625
-0.1672515869140625,0.8172607421875,0.5702362060546875
-0.167083740234375,0.8187103271484375,0.5717010498046875
-0.1673736572265625,0.8178253173828125,0.56915283203125
-0.1672515869140625,0.8174591064453125,0.569427490234375
-0.1663055419921875,0.81689453125,0.57110595703125
-0.1670379638671875,0.8175811767578125,0.571044921875
-0.1670074462890625,0.8171844482421875,0.5702667236328125
-0.1666259765625,0.81695556640625,0.570159912109375
-0.167694091796875,0.8167724609375,0.570068359375
-0.166290283203125,0.8159027099609375,0.571868896484375
-0.166595458984375,0.8155517578125,0.573638916015625
-0.1663818359375,0.816314697265625,0.5720367431640625
-0.1671295166015625,0.8167877197265625,0.5708160400390625
-0.1666107177734375,0.8163909912109375,0.571563720703125
-0.1663055419921875,0.8160858154296875,0.572265625
-0.1669158935546875,0.815704345703125,0.5728607177734375
-0.1663665771484375,0.817657470703125,0.5741424560546875
-0.166595458984375,0.81707763671875,0.572021484375
-0.166839599609375,0.817657470703125,0.574005126953125
-0.1671905517578125,0.8173370361328125,0.5730438232421875
-0.1666717529296875,0.8166046142578125,0.5718994140625
-0.1670989990234375,0.8162078857421875,0.574310302734375
-0.1669158935546875,0.8163909912109375,0.574859619140625
-0.166229248046875,0.816864013671875,0.57373046875
-0.16729736328125,0.81719970703125,0.573944091796875
-0.1673736572265625,0.8152923583984375,0.571685791015625
-0.166717529296875,0.8152923583984375,0.5738677978515625
-0.1658477783203125,0.8147125244140625,0.57391357421875
-0.165679931640625,0.81591796875,0.5720062255859375
-0.16650390625,0.8161468505859375,0.5728607177734375
-0.165679931640625,0.8156890869140625,0.5736541748046875
-0.166259765625,0.81536865234375,0.573944091796875
-0.1654510498046875,0.814666748046875,0.5749664306640625
-0.1657562255859375,0.814422607421875,0.57415771484375
-0.16607666015625,0.8139495849609375,0.572967529296875
-0.1655731201171875,0.814208984375,0.572357177734375
-0.1655120849609375,0.8150177001953125,0.5723114013671875
-0.165924072265625,0.81512451171875,0.5729522705078125
-0.1656951904296875,0.8148651123046875,0.5718841552734375
-0.166290283203125,0.8159332275390625,0.572540283203125
-0.1665191650390625,0.8140716552734375,0.5716705322265625
-0.1665496826171875,0.8172607421875,0.5707855224609375
-0.1661224365234375,0.8152008056640625,0.5713043212890625
-0.1664886474609375,0.8153839111328125,0.5731201171875
-0.1651458740234375,0.8145904541015625,0.57159423828125
-0.164825439453125,0.8145294189453125,0.571380615234375
