epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.01530650596034198,0.0649354,0.015306507,0.009856924727828514,0.049366965889930725,0.009856916032731533
1,0.013398918498680048,0.057458237,0.01339892,0.009706146535105431,0.046989575028419495,0.009706122800707817
2,0.013215883115372211,0.05603723,0.013215881,0.009747677682221808,0.044384825974702835,0.009747692383825779
3,0.013097627535232461,0.055339906,0.013097625,0.009491867750324737,0.04350591450929642,0.009491877630352974
4,0.013038889472439056,0.054957304,0.013038883,0.009631392388984679,0.04471493884921074,0.009631401859223843
5,0.012998069975498055,0.05464705,0.0129980715,0.009547058689254966,0.044308118522167206,0.009547040797770023
6,0.012970168647569124,0.054548256,0.012970185,0.009466453715173517,0.04409320279955864,0.009466451592743397
7,0.012961043701404867,0.05448019,0.012961045,0.009461643070138661,0.04212385043501854,0.009461636655032635
8,0.012940996266301422,0.05430864,0.012941,0.00959373982410203,0.04449319839477539,0.00959372241050005
9,0.012931860894689081,0.054320138,0.012931869,0.009488534423625709,0.04498627409338951,0.009488532319664955
10,0.012922312902299334,0.054257818,0.012922315,0.009458023862158292,0.04454556480050087,0.009458027780056
11,0.012913051831837162,0.054287672,0.012913059,0.009544017530324158,0.04394703730940819,0.009544008411467075
12,0.01289719969293055,0.054178335,0.012897202,0.009485221546478408,0.04453076049685478,0.00948520377278328
13,0.012881493285204762,0.054109104,0.012881495,0.009473628500500757,0.04384901374578476,0.00947360135614872
14,0.01286945937409616,0.053935897,0.012869465,0.009468365839672761,0.04284195974469185,0.009468372911214828
15,0.012852205895303965,0.053901974,0.012852214,0.009470123898260793,0.04509001225233078,0.009470149874687195
16,0.012850250617314377,0.05388052,0.012850246,0.009485402133114924,0.04406260699033737,0.009485380724072456
17,0.012836447164526655,0.053780947,0.012836448,0.009514783575991394,0.04576067999005318,0.009514759294688702
18,0.012819581958886736,0.05374758,0.012819594,0.009581172193337251,0.043853726238012314,0.009581168182194233
19,0.012821143084559145,0.05378254,0.012821146,0.009506392069249001,0.042719267308712006,0.00950638297945261
20,0.012798489982222959,0.053652074,0.012798486,0.009472065056866255,0.0418720468878746,0.00947206374257803
