timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,temperature,cadence,fractional_cadence
2020-08-15 11:12:38-07:00,,,,,,,,,,,
2020-08-15 11:12:38-07:00,,,,,,,,,,,
2020-08-15 11:12:38-07:00,,,,,,,,,,,
2020-08-15 11:12:38-07:00,,,,,,,,,,,
2020-08-15 11:12:38-07:00,,,,,,,,,,,
2020-08-15 11:12:38-07:00,,,0.0,452.0,,,,85,26,,
2020-08-15 11:12:39-07:00,,,0.0,452.0,,,,87,26,,
2020-08-15 11:12:40-07:00,,,0.0,452.0,,,,87,26,,
2020-08-15 11:12:41-07:00,,,0.0,452.0,,,,86,26,,
2020-08-15 11:12:42-07:00,,,0.0,452.0,,,,84,26,,
2020-08-15 11:12:43-07:00,,,0.0,452.0,,,,82,26,,
2020-08-15 11:12:44-07:00,,,0.0,452.0,,,,83,26,,
2020-08-15 11:12:45-07:00,,,0.0,452.0,,,,83,26,,
2020-08-15 11:12:46-07:00,,,0.0,452.0,,,,88,26,,
2020-08-15 11:12:47-07:00,,,0.0,452.0,,,,90,26,,
2020-08-15 11:12:48-07:00,,,0.0,452.0,,,,95,26,,
2020-08-15 11:12:49-07:00,,,0.0,452.0,,,,97,26,,
2020-08-15 11:12:50-07:00,,,0.0,452.0,,,,98,26,,
2020-08-15 11:12:51-07:00,,,0.0,452.0,,,,97,26,,
2020-08-15 11:12:52-07:00,,,0.0,452.0,,,,92,26,,
2020-08-15 11:12:53-07:00,,,0.0,452.0,,,,89,26,,
2020-08-15 11:12:54-07:00,,,0.0,452.0,,,,85,26,,
2020-08-15 11:12:55-07:00,,,0.0,452.0,,,,85,26,,
2020-08-15 11:12:56-07:00,,,0.0,452.0,,,,88,26,,
2020-08-15 11:12:57-07:00,,,0.0,452.0,,,,90,26,,
2020-08-15 11:12:58-07:00,,,0.0,452.0,,,,91,26,,
2020-08-15 11:12:59-07:00,,,0.0,452.0,,,,91,26,,
2020-08-15 11:13:00-07:00,,,0.0,452.0,,,,90,26,,
2020-08-15 11:13:01-07:00,,,0.0,452.0,,,,90,26,,
2020-08-15 11:13:02-07:00,,,0.0,452.0,,,,89,26,,
2020-08-15 11:13:03-07:00,,,0.0,452.0,,,,88,26,,
2020-08-15 11:13:04-07:00,,,0.0,452.0,,,,88,26,,
2020-08-15 11:13:05-07:00,,,0.0,452.0,,,,87,26,,
2020-08-15 11:13:06-07:00,,,0.0,452.0,,,,86,26,,
2020-08-15 11:13:07-07:00,,,0.0,452.0,,,,85,26,,
2020-08-15 11:13:08-07:00,,,0.0,452.0,,,,84,26,,
