epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.012745470079510176,0.06924787,0.012745467,0.003606926392444741,0.04207201302051544,0.0036069282796233892
1,0.003908579885337161,0.045118123,0.00390858,0.003121623302084832,0.03941052779555321,0.003121624467894435
2,0.0033986203738546397,0.041354656,0.0033986229,0.002678794380818517,0.03511887043714523,0.002678793855011463
3,0.003116402399496768,0.039078355,0.0031163995,0.0033231809208187717,0.04183409363031387,0.003323180368170142
4,0.0029915867955173686,0.03806953,0.0029915865,0.0026239594268947153,0.03513412922620773,0.0026239603757858276
5,0.0029311276256217722,0.037536427,0.0029311301,0.0024362854073903214,0.033019714057445526,0.002436285372823477
6,0.002902854671653377,0.037371896,0.0029028535,0.002346991781747389,0.03200303018093109,0.0023469924926757812
7,0.0028539055336205123,0.03691364,0.0028539053,0.0023590469944083196,0.032512519508600235,0.0023590466007590294
8,0.0028455499855232344,0.03686463,0.0028455507,0.002371294711415554,0.03224239870905876,0.0023712925612926483
9,0.0028173114770546535,0.036644854,0.0028173109,0.002536248752660604,0.03497680649161339,0.00253624957986176
10,0.002795638208804328,0.036424667,0.0027956374,0.002405293777711458,0.0327790267765522,0.002405292820185423
11,0.00279841069564654,0.03650503,0.0027984108,0.0024955136860531878,0.03329841420054436,0.0024955132976174355
12,0.0028020470059387558,0.036547165,0.0028020479,0.002325907431149849,0.03268808126449585,0.002325908513739705
13,0.002779539135089352,0.036351092,0.0027795369,0.0022850072606183714,0.031657494604587555,0.0022850073873996735
14,0.002759607974963545,0.036133785,0.002759607,0.0023227780040853603,0.03237579017877579,0.0023227783385664225
15,0.002764655931437487,0.036183987,0.0027646592,0.0023368373642066735,0.0321633517742157,0.0023368382826447487
16,0.0027544695872572986,0.036142435,0.0027544696,0.0023436311488506567,0.032887376844882965,0.0023436304181814194
17,0.0027485238773147878,0.036088,0.0027485234,0.00231637124890955,0.03235551714897156,0.0023163710720837116
18,0.002745074771279771,0.036013804,0.0027450747,0.0022709351270025404,0.032247237861156464,0.0022709339391440153
19,0.00274713690930184,0.03608646,0.0027471348,0.0023392882446064234,0.03252626582980156,0.0023392883595079184
20,0.0027379024861792054,0.035980597,0.0027379035,0.0023306737571173347,0.033702366054058075,0.0023306729272007942
21,0.0027176236303720273,0.035784587,0.0027176235,0.0022764277355715023,0.03195549547672272,0.002276425948366523
22,0.0027239731512591374,0.03586223,0.002723971,0.002241058431333216,0.03128291293978691,0.0022410573437809944
23,0.0027159504821234392,0.0357659,0.0027159513,0.002256507129710153,0.03145403787493706,0.0022565065883100033
24,0.0027251074499493777,0.03590999,0.0027251095,0.002235231822902048,0.03150882199406624,0.0022352314554154873
25,0.002709040442647727,0.035760812,0.002709041,0.00226018408059125,0.03182324394583702,0.0022601832170039415
26,0.002705002168089467,0.035703115,0.0027050017,0.0022781434103651475,0.03174569830298424,0.0022781428415328264
27,0.0027063179311569746,0.03574984,0.0027063193,0.002233128301275554,0.03137015551328659,0.0022331271320581436
28,0.002699287394895974,0.035665315,0.0026992885,0.002263506612869112,0.03174247220158577,0.002263506641611457
29,0.002694798330917207,0.035611637,0.0026947984,0.002296015791762467,0.03219020739197731,0.00229601445607841
30,0.0026948337836798348,0.035659384,0.002694835,0.0022457103269317305,0.031967781484127045,0.002245711162686348
31,0.0026917326284425663,0.035633426,0.0026917323,0.002258085083813596,0.03138122335076332,0.002258084714412689
32,0.002688971207619455,0.035601445,0.00268897,0.0022558137702292547,0.03157692030072212,0.0022558148484677076
33,0.002689236950405497,0.035610545,0.0026892358,0.0022859167583715576,0.032221920788288116,0.0022859168238937855
34,0.0026882691579426933,0.03559388,0.0026882703,0.002257686947839025,0.031747087836265564,0.002257686108350754
35,0.0026811294618471894,0.035540376,0.002681131,0.002269657701818691,0.03201941400766373,0.0022696589585393667
36,0.0026860596776614593,0.03557912,0.0026860589,0.0022415826832864203,0.03148370236158371,0.0022415812127292156
37,0.002671187823266992,0.035433676,0.0026711884,0.002266533851780593,0.031379736959934235,0.002266534371301532
38,0.0026757399350335474,0.035512682,0.0026757396,0.002252304484029145,0.03158201277256012,0.002252305392175913
39,0.002672954102440553,0.03545394,0.0026729524,0.002264251426001123,0.03172731772065163,0.0022642510011792183
40,0.002670747628737601,0.035463884,0.0026707468,0.0022670646930758936,0.03176303952932358,0.0022670645266771317
41,0.0026691908729839634,0.035442013,0.0026691896,0.002309901846419175,0.03213740512728691,0.002309902338311076
42,0.0026667946951055856,0.03538765,0.0026667966,0.0022885084740482575,0.03202661871910095,0.0022885086946189404
43,0.0026727966407764825,0.035501834,0.0026727968,0.002256158443921705,0.031953006982803345,0.00225615780800581
44,0.0026675483970683843,0.035437837,0.0026675477,0.0022710956282887833,0.03150895982980728,0.002271096222102642
45,0.0026741420486882817,0.035498932,0.0026741412,0.002270536970194181,0.03175656870007515,0.002270536730065942
46,0.002662262173604883,0.035364736,0.0026622612,0.0022465253411978223,0.031339384615421295,0.002246525604277849
47,0.002663296539711728,0.035414986,0.002663296,0.0022557639643684927,0.0314500592648983,0.0022557638585567474
48,0.002655633993009677,0.03535501,0.0026556363,0.0022526367254015623,0.031240371987223625,0.0022526360116899014
49,0.0026646814947933802,0.035424534,0.002664679,0.0022801265151162976,0.031666241586208344,0.0022801258601248264
50,0.002655703458451742,0.03533701,0.0026557003,0.002240832562976142,0.030983999371528625,0.0022408338263630867
51,0.0026536639066429895,0.03532481,0.0026536612,0.002294587755197903,0.03172746300697327,0.0022945876698940992
52,0.002657297059983496,0.035339348,0.002657299,0.0022743141845976973,0.03166262060403824,0.002274314174428582
53,0.0026570668000603695,0.0354068,0.0026570659,0.002291092003696047,0.03176366537809372,0.002291090553626418
54,0.0026452077943741378,0.03524333,0.002645207,0.002285540589640332,0.03138706460595131,0.0022855421993881464
55,0.002649518255437715,0.035322204,0.0026495173,0.0022744737179987134,0.031904757022857666,0.0022744741290807724
56,0.0026457945647312773,0.03526106,0.0026457948,0.002213550328902513,0.031357791274785995,0.0022135498002171516
57,0.002641133038988478,0.035234645,0.0026411323,0.0023291527289386496,0.03255585953593254,0.0023291530087590218
