epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.004214847690545738,0.042138632,0.004214842,0.003037930621703609,0.04077581688761711,0.003037929767742753
1,0.0018547338946910447,0.03176485,0.0018547347,0.002514017813125259,0.03627460077404976,0.002514018677175045
2,0.0016210572366531066,0.029241703,0.0016210581,0.0021465706350418607,0.0339302197098732,0.0021465704776346684
3,0.0015525506662351029,0.028370943,0.0015525499,0.0023348876315925178,0.035111330449581146,0.0023348878603428602
4,0.0015258719108134492,0.028100375,0.00152587,0.0020923943435273876,0.03281623125076294,0.0020923935808241367
5,0.0014996759790670145,0.027755212,0.0014996768,0.002028343469010494,0.031706854701042175,0.0020283430349081755
6,0.0014846808629447802,0.027544545,0.0014846821,0.0025388943415306587,0.038435276597738266,0.0025388936046510935
7,0.0014905158586496073,0.02766219,0.0014905167,0.0020327381763542533,0.03229638934135437,0.002032737946137786
8,0.0014835808058594978,0.027593886,0.0014835797,0.0025006095560546203,0.04000529274344444,0.002500609029084444
9,0.001474014406650177,0.027476085,0.0014740147,0.0021739687934890645,0.034661322832107544,0.0021739688236266375
10,0.0014570917204314584,0.027263926,0.0014570906,0.0021324347222328524,0.034315936267375946,0.002132435329258442
11,0.0014586016092126236,0.027186101,0.0014586017,0.001979236158397929,0.03198614344000816,0.0019792355597019196
12,0.0014463521567263246,0.027030967,0.0014463522,0.0019909423871631885,0.03094128519296646,0.0019909432157874107
13,0.0014385605167028766,0.026997427,0.0014385608,0.0019637435334168445,0.03115929663181305,0.001963744405657053
14,0.0014359643197036378,0.026934536,0.0014359658,0.0019365199227277265,0.031228210777044296,0.0019365205662325025
15,0.0014216160316629575,0.026791202,0.0014216161,0.0019229824249491114,0.030316920951008797,0.0019229825120419264
16,0.0014265627701866275,0.02678177,0.0014265621,0.0021490872164239058,0.034918490797281265,0.0021490869112312794
17,0.0014145530039151434,0.02660202,0.0014145534,0.0019349116680375809,0.03158118203282356,0.0019349120557308197
18,0.0014132249428046165,0.026620334,0.0014132245,0.0019642926439691175,0.03146524354815483,0.001964292488992214
19,0.0014103887330689953,0.0266305,0.0014103878,0.002267278130543151,0.035621922463178635,0.002267277566716075
20,0.0014029062804799001,0.026448254,0.0014029063,0.002110801951231656,0.0329655185341835,0.0021108021028339863
21,0.001423933802985053,0.026722739,0.0014239342,0.0019477159462862328,0.031578630208969116,0.0019477165769785643
22,0.0014072573651729755,0.02654098,0.0014072593,0.0020452031687673696,0.032818831503391266,0.0020452013704925776
23,0.001397056893396882,0.026401812,0.0013970569,0.0019610838376859056,0.03179077059030533,0.0019610831514000893
24,0.0014006724470104867,0.026450608,0.0014006721,0.0019186651228605502,0.030641915276646614,0.0019186653662472963
25,0.0014083723504978683,0.02660947,0.001408371,0.0019323337426344477,0.031163765117526054,0.0019323342712596059
26,0.0013870332563107406,0.026294298,0.001387033,0.0020822713238567553,0.034235578030347824,0.0020822708029299974
27,0.0013971371424813296,0.026385525,0.0013971368,0.0018954658626220994,0.03044562228024006,0.0018954664701595902
28,0.001385757730678403,0.02625601,0.0013857568,0.0019704246602248263,0.03235773369669914,0.001970425248146057
29,0.0013864711411617808,0.026280697,0.0013864721,0.0018162047790859308,0.029897963628172874,0.0018162050982937217
30,0.0013901815012523774,0.026303103,0.0013901814,0.001894156991844393,0.030404219403862953,0.0018941572634503245
31,0.0013878113418226963,0.026384873,0.0013878114,0.0019490498427673674,0.030735956504940987,0.0019490494159981608
32,0.001382248160431605,0.026266648,0.0013822477,0.0018751060304695853,0.030645044520497322,0.0018751057796180248
33,0.0013746315229658825,0.026061542,0.0013746303,0.0019449660527750326,0.03044782765209675,0.001944966847077012
34,0.0013892148050506869,0.02625659,0.0013892143,0.001911238765894611,0.031149206683039665,0.0019112385343760252
35,0.0013762761879973068,0.026110053,0.0013762766,0.0019460101609725486,0.031148605048656464,0.0019460099283605814
36,0.001397858306224147,0.026572865,0.0013978585,0.001904844795926245,0.031329162418842316,0.001904845586977899
37,0.0013733490240050701,0.026095813,0.0013733495,0.0018965573793939057,0.03133315220475197,0.0018965573981404305
38,0.0013733903902626802,0.026096148,0.0013733889,0.0021620973551006862,0.033210389316082,0.0021620974875986576
39,0.001370570093833539,0.026109483,0.0013705706,0.0018881828427417973,0.030963407829403877,0.001888182363472879
40,0.0013613824259633954,0.026044222,0.0013613818,0.001912698088292684,0.031178129836916924,0.0019126978004351258
41,0.001365361120612264,0.02602361,0.0013653603,0.00197235346881751,0.03178988769650459,0.001972354017198086
42,0.001358598549865395,0.025877386,0.0013585987,0.0019685330780057136,0.03093431331217289,0.001968533731997013
43,0.0013701227758622608,0.026115833,0.0013701225,0.0019358850945909432,0.031072307378053665,0.001935884589329362
44,0.001364026818224934,0.026030509,0.0013640269,0.002085284478059288,0.033838022500276566,0.002085283398628235
45,0.0013591522452868897,0.025937086,0.0013591521,0.0018654865392212134,0.0307293850928545,0.0018654866144061089
46,0.0013609116217253097,0.025977312,0.0013609113,0.002009532048730046,0.0323500856757164,0.0020095324143767357
