loggingTime(txt),loggingSample(N),identifierForVendor(txt),deviceID(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_en0(txt),IP_pdp_ip0(txt),deviceOrientation(Z),batteryState(R),batteryLevel(Z),avAudioRecorderPeakPower(dB),avAudioRecorderAveragePower(dB),label(N)
2020-11-18 13:19:15.288 -0500,1,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669544.9878310417,-0.25762939453125,0.6301116943359375,0.7330169677734375,669544.9567740418,-0.02000939473509789,0.02794268541038036,-0.04281244426965714,669544.9899410417,-67.6632080078125,32.46365356445312,-380.1514892578125,669544.9704380417,-2.251526615980318,-2.762748376194319,-0.6711736675136372,-0.01680611632764339,0.0008955923840403557,-0.05467119440436363,0.03343823552131653,0.00764918327331543,0.001122355461120605,XArbitraryCorrectedZVertical,-0.8636971863363587,-0.3432345710326745,-0.02123699898153457,0.3684648159612495,-0.2896243929862976,0.621905505657196,0.727565586566925,0.2562255859375,42.86381530761719,22.885986328125,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
2020-11-18 13:19:15.289 -0500,2,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669545.0213840418,-0.2639312744140625,0.635498046875,0.7436981201171875,669544.9903170418,-0.003817907767370343,-0.008138087578117847,-0.05986626446247101,669545.0199500417,-67.59025573730469,32.74595642089844,-380.1735229492188,669544.9704380417,-2.251526615980318,-2.762748376194319,-0.6711736675136372,-0.01680611632764339,0.0008955923840403557,-0.05467119440436363,0.03343823552131653,0.00764918327331543,0.001122355461120605,XArbitraryCorrectedZVertical,-0.8636971863363587,-0.3432345710326745,-0.02123699898153457,0.3684648159612495,-0.2896243929862976,0.621905505657196,0.727565586566925,0.2562255859375,42.86381530761719,22.885986328125,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
2020-11-18 13:19:15.290 -0500,3,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669545.0549270418,-0.269744873046875,0.6317596435546875,0.7383575439453125,669545.0238700417,0.01958728395402431,-0.003636546432971954,-0.0608724057674408,669545.0499600417,-67.47413635253906,33.02024841308594,-379.8323669433594,669545.0300760417,-2.246502609118518,-2.761477746480327,-0.6703287754364919,0.02205170504748821,-0.01404740009456873,-0.05824191495776176,0.02486956119537354,0.01182073354721069,0.01116394996643066,XArbitraryCorrectedZVertical,-0.8629096328722298,-0.3452958907555294,-0.02105270300778007,0.3683945886312446,-0.2907434403896332,0.6212436556816101,0.7276845574378967,-0.1423797607421875,42.72817993164062,22.70108032226562,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
2020-11-18 13:19:15.291 -0500,4,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669545.0884704167,-0.275634765625,0.63909912109375,0.7463226318359375,669545.0574130417,0.03604348748922348,0.0002167813072446734,-0.04753369837999344,669545.0799674167,-67.92741394042969,32.72344970703125,-380.019287109375,669545.0300760417,-2.246502609118518,-2.761477746480327,-0.6703287754364919,0.02205170504748821,-0.01404740009456873,-0.05824191495776176,0.02486956119537354,0.01182073354721069,0.01116394996643066,XArbitraryCorrectedZVertical,-0.8629096328722298,-0.3452958907555294,-0.02105270300778007,0.3683945886312446,-0.2907434403896332,0.6212436556816101,0.7276845574378967,-0.1423797607421875,42.72817993164062,22.70108032226562,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
2020-11-18 13:19:15.292 -0500,5,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669545.1220224167,-0.277984619140625,0.6397247314453125,0.748931884765625,669545.0909564167,0.0550006665289402,0.001116397092118859,-0.04515868797898293,669545.1099794167,-67.80252075195312,32.96221923828125,-379.849853515625,669545.0897134168,-2.241558081596168,-2.760221413962849,-0.6716501592188667,0.05511195585131645,-0.01224652957171202,-0.04608351364731789,0.0143396258354187,0.01411104202270508,0.01442968845367432,XArbitraryCorrectedZVertical,-0.86189965574131,-0.3469973413471019,-0.02037982745092086,0.3691973068808732,-0.291351705789566,0.6222785711288452,0.7265563607215881,-0.00440216064453125,43.07797241210938,22.67529296875,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
2020-11-18 13:19:15.292 -0500,6,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669545.1555664167,-0.273101806640625,0.63116455078125,0.73876953125,669545.1245004167,0.07467077672481537,-0.002947054104879498,-0.06450255960226059,669545.1399894167,-67.78898620605469,33.33024597167969,-379.924072265625,669545.0897134168,-2.241558081596168,-2.760221413962849,-0.6716501592188667,0.05511195585131645,-0.01224652957171202,-0.04608351364731789,0.0143396258354187,0.01411104202270508,0.01442968845367432,XArbitraryCorrectedZVertical,-0.86189965574131,-0.3469973413471019,-0.02037982745092086,0.3691973068808732,-0.291351705789566,0.6222785711288452,0.7265563607215881,-0.00440216064453125,43.07797241210938,22.67529296875,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
2020-11-18 13:19:15.293 -0500,7,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669545.1891104167,-0.261383056640625,0.6244659423828125,0.732421875,669545.1580524168,0.09636116027832031,-0.026688601821661,-0.09325138479471207,669545.2000104167,-67.93791198730469,33.00718688964844,-380.1133728027344,669545.1493514167,-2.234681197996482,-2.75778406078134,-0.6744964061563928,0.09557763487100601,-0.03018100373446941,-0.08583930134773254,0.02119898796081543,0.00347524881362915,0.009862780570983887,XArbitraryCorrectedZVertical,-0.860375000243102,-0.349076112360647,-0.01950088649587997,0.3708375216631176,-0.2924571931362152,0.6245040893554688,0.7241985201835632,-0.06209564208984375,43.19366455078125,22.213623046875,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
2020-11-18 13:19:15.294 -0500,8,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669545.2226624168,-0.26251220703125,0.6275177001953125,0.751739501953125,669545.1915964168,0.11391431838274,-0.06997775286436081,-0.1366262882947922,669545.2000104167,-67.93791198730469,33.00718688964844,-380.1133728027344,669545.1493514167,-2.234681197996482,-2.75778406078134,-0.6744964061563928,0.09557763487100601,-0.03018100373446941,-0.08583930134773254,0.02119898796081543,0.00347524881362915,0.009862780570983887,XArbitraryCorrectedZVertical,-0.860375000243102,-0.349076112360647,-0.01950088649587997,0.3708375216631176,-0.2924571931362152,0.6245040893554688,0.7241985201835632,-0.06209564208984375,43.19366455078125,22.213623046875,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
2020-11-18 13:19:15.294 -0500,9,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669545.2562064168,-0.2631683349609375,0.618408203125,0.762725830078125,669545.2251394168,0.1317042410373688,-0.1046023070812225,-0.1477652192115784,669545.2600284168,-68.28274536132812,33.45918273925781,-380.6504821777344,669545.2089894167,-2.222496947981885,-2.754875220295302,-0.6779664151215534,0.1283031702041626,-0.09906597435474396,-0.1505921930074692,0.03190138936042786,0.0006898045539855957,0.02765536308288574,XArbitraryCorrectedZVertical,-0.8578397938526572,-0.353238910802009,-0.01767802439856864,0.372854932564915,-0.2937435805797577,0.6272104382514954,0.7213336825370789,-0.4320907592773438,43.13148498535156,22.46377563476562,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
2020-11-18 13:19:15.295 -0500,10,F654DD4A-2351-4F2C-BF0D-6FA5CA2B3C76,my_iOS_device,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,669545.2897494168,-0.270233154296875,0.597930908203125,0.76416015625,669545.2586924167,0.1163108944892883,-0.1192038878798485,-0.1181106641888618,669545.2900354167,-68.12437438964844,33.26057434082031,-381.0970764160156,669545.2686274167,-2.209039376395471,-2.754677574806312,-0.6818346766134731,0.1055701673030853,-0.127505749464035,-0.102960430085659,0.02720394730567932,-0.02604943513870239,0.0423123836517334,XArbitraryCorrectedZVertical,-0.8550343180050219,-0.3583686168642318,-0.0143381216720782,0.374543577729506,-0.2929685115814209,0.6302185654640198,0.7190235257148743,-0.2429122924804688,43.42103576660156,22.02728271484375,2,669533.6951720001,unknown,2,2020-11-18 13:07:03.580 -0500,2020-11-18 12:25:20.183 -0500,572,0.9100364,0,0,417.4842,1,2,2020-11-18 13:16:46.906 -0500,669541.806465,0,-20.24545,102.3703,0.0.0.0,10.238.208.75,1,1,0.92,-160,-160,0
